JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456560.88706,15.002,0.047,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.49,Z,17.984,18.847,,AA TAU,VVS,STD,,,,
2456561.80566,15.010,0.015,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.32,Z,15.985,16.946,,AA TAU,AAVSO,STD,,,,
2456561.80568,14.996,0.015,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.32,Z,15.984,16.946,,AA TAU,AAVSO,STD,,,,
2456561.91281,16.135,0.016,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.02,Z,16.888,17.974,,AA TAU,AAVSO,STD,,,,
2456561.91797,15.016,0.015,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.02,Z,16.022,16.921,,AA TAU,AAVSO,STD,,,,
2456562.75562,15.227,0.019,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.73,Z,16.120,17.135,,AA TAU,AAVSO,STD,,,,
2456563.320755,12.720,0.043,,I,HMH,,ENSEMBLE,000-BKF-953,12498S,,1,1.514,Z,,10.748,,AA TAU,AAVSO,STD,,,,
2456563.75816,15.226,0.017,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.66,Z,15.807,16.807,,AA TAU,AAVSO,STD,,,,
2456563.82892,15.393,0.020,,V,ROE,,114,146,6983CFP,BU,0,1.183,Z,-8.187,-5.086,,AA TAU,AAVSO,STD,,,,
2456563.86755,15.265,0.015,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.07,Z,16.078,17.103,,AA TAU,AAVSO,STD,,,,
2456564.88426,15.603,0.034,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.50,Z,17.975,18.846,,AA TAU,VVS,STD,,,,
2456564.88501,15.589,0.037,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.50,Z,17.963,18.847,,AA TAU,VVS,STD,,,,
2456565.82123,15.954,0.035,,V,ROE,,114,146,6983CFP,,0,1.191,Z,-8.164,-5.092,,AA TAU,AAVSO,STD,,,,
2456565.88287,15.756,0.039,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.50,Z,17.996,18.871,,AA TAU,VVS,STD,,,,
2456565.88362,15.792,0.039,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.51,Z,17.994,18.878,,AA TAU,VVS,STD,,,,
2456566.88220,15.740,0.039,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.51,Z,18.064,18.893,,AA TAU,VVS,STD,,,,
2456566.88295,15.723,0.039,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.51,Z,18.070,18.914,,AA TAU,VVS,STD,,,,
2456567.88148,15.662,0.034,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.51,Z,17.958,18.801,,AA TAU,VVS,STD,,,,
2456567.88223,15.651,0.035,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.52,Z,17.962,18.803,,AA TAU,VVS,STD,,,,
2456568.88078,15.640,0.035,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.52,Z,17.998,18.823,,AA TAU,VVS,STD,,,,
2456568.88153,15.571,0.035,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.52,Z,18.020,18.845,,AA TAU,VVS,STD,,,,
2456569.88002,15.602,0.033,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.52,Z,17.998,18.826,,AA TAU,VVS,STD,,,,
2456569.88078,15.494,0.029,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.53,Z,17.993,18.818,,AA TAU,VVS,STD,,,,
2456570.87940,15.281,0.026,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.53,Z,18.018,18.865,,AA TAU,VVS,STD,,,,
2456570.88015,15.305,0.027,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.53,Z,18.021,18.866,,AA TAU,VVS,STD,,,,
2456571.87854,15.416,0.028,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.54,Z,17.983,18.817,,AA TAU,VVS,STD,,,,
2456571.87929,15.399,0.029,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.54,Z,17.979,18.831,,AA TAU,VVS,STD,,,,
2456572.87797,15.364,0.027,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.54,Z,18.023,18.840,,AA TAU,VVS,STD,,,,
2456572.87874,15.297,0.025,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.54,Z,17.998,18.839,,AA TAU,VVS,STD,,,,
2456574.725,<12.5,,,Vis.,CKB,,125,,130801,,,,Z,,,,AA TAU,AAVSO,STD,,,,
2456574.78082,15.068,0.010,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.26,Z,15.797,16.813,,AA TAU,AAVSO,STD,,,,
2456574.78266,15.079,0.010,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.25,Z,15.804,16.835,,AA TAU,AAVSO,STD,,,,
2456574.87655,15.164,0.027,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.56,Z,18.041,18.883,,AA TAU,VVS,STD,,,,
2456574.87730,15.135,0.023,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.56,Z,18.031,18.883,,AA TAU,VVS,STD,,,,
2456574.90270,16.610,0.036,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.02,Z,17.053,18.333,,AA TAU,AAVSO,STD,,,,
2456574.90453,16.554,0.048,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.02,Z,16.938,18.228,,AA TAU,AAVSO,STD,,,,
2456574.90637,16.486,0.047,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.02,Z,16.783,18.052,,AA TAU,AAVSO,STD,,,,
2456574.90822,16.540,0.040,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.02,Z,16.790,18.077,,AA TAU,AAVSO,STD,,,,
2456574.91020,15.057,0.008,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.02,Z,15.742,16.744,,AA TAU,AAVSO,STD,,,,
2456574.91203,14.986,0.009,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.02,Z,15.785,16.750,,AA TAU,AAVSO,STD,,,,
2456575.79226,14.688,0.008,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.20,Z,16.021,16.812,,AA TAU,AAVSO,STD,,,,
2456575.79409,14.918,0.009,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.19,Z,15.882,16.918,,AA TAU,AAVSO,STD,,,,
2456575.87584,15.013,0.022,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.56,Z,18.069,18.920,,AA TAU,VVS,STD,,,,
2456575.87660,14.948,0.020,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.57,Z,18.072,18.937,,AA TAU,VVS,STD,,,,
2456576.80422,14.745,0.026,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.15,Z,17.565,18.608,,AA TAU,AAVSO,STD,,,,
2456576.80611,14.760,0.021,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.14,Z,16.313,17.355,,AA TAU,AAVSO,STD,,,,
2456576.87515,14.766,0.018,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.57,Z,18.013,18.840,,AA TAU,VVS,STD,,,,
2456576.87590,14.817,0.019,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.57,Z,18.005,18.822,,AA TAU,VVS,STD,,,,
2456577.76518,14.623,0.008,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.30,Z,16.027,17.064,,AA TAU,AAVSO,STD,,,,
2456577.76702,14.612,0.008,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.29,Z,16.062,17.092,,AA TAU,AAVSO,STD,,,,
2456577.86527,16.109,0.024,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.03,Z,15.901,17.190,,AA TAU,AAVSO,STD,,,,
2456577.86711,16.105,0.027,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.02,Z,16.037,17.323,,AA TAU,AAVSO,STD,,,,
2456577.87276,14.610,0.034,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.02,Z,16.504,17.506,,AA TAU,AAVSO,STD,,,,
2456577.87450,14.722,0.016,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.58,Z,18.033,18.868,,AA TAU,VVS,STD,,,,
2456577.87460,14.681,0.036,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.02,Z,16.664,17.686,,AA TAU,AAVSO,STD,,,,
2456577.87525,14.703,0.017,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.58,Z,18.048,18.909,,AA TAU,VVS,STD,,,,
2456578.83212,14.887,0.018,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.48,Z,18.006,18.845,,AA TAU,VVS,STD,,,,
2456578.83287,14.860,0.018,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.48,Z,18.004,18.857,,AA TAU,VVS,STD,,,,
2456580.87241,15.053,0.023,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.61,Z,18.086,18.912,,AA TAU,VVS,STD,,,,
2456580.87317,15.101,0.023,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.61,Z,18.083,18.907,,AA TAU,VVS,STD,,,,
2456581.87169,15.157,0.026,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.62,Z,18.162,18.994,,AA TAU,VVS,STD,,,,
2456581.87244,15.170,0.026,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.62,Z,18.087,18.953,,AA TAU,VVS,STD,,,,
2456582.87103,15.670,0.041,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.63,Z,18.059,18.888,,AA TAU,VVS,STD,,,,
2456582.87179,15.704,0.043,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.63,Z,18.075,18.901,,AA TAU,VVS,STD,,,,
2456583.72019,15.223,0.022,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.50,Z,16.039,17.071,,AA TAU,AAVSO,STD,,,,
2456583.72204,15.146,0.023,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.49,Z,16.039,17.067,,AA TAU,AAVSO,STD,,,,
2456583.86911,15.209,0.017,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.02,Z,15.917,16.931,,AA TAU,AAVSO,STD,,,,
2456583.87096,15.161,0.017,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.02,Z,15.949,16.934,,AA TAU,AAVSO,STD,,,,
2456584.86822,15.132,0.048,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.64,Z,18.040,18.873,,AA TAU,VVS,STD,,,,
2456584.86898,15.082,0.045,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.65,Z,18.042,18.847,,AA TAU,VVS,STD,,,,
2456585.86749,15.229,0.055,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.65,Z,18.065,18.893,,AA TAU,VVS,STD,,,,
2456585.86824,15.140,0.055,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.66,Z,18.100,18.919,,AA TAU,VVS,STD,,,,
2456585.88417,16.520,0.043,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.02,Z,15.920,17.189,,AA TAU,AAVSO,STD,,,,
2456585.88863,16.488,0.043,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.02,Z,15.918,17.197,,AA TAU,AAVSO,STD,,,,
2456585.89319,14.700,0.009,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.03,Z,15.159,15.864,,AA TAU,AAVSO,STD,,,,
2456585.89764,14.678,0.008,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.03,Z,15.137,15.865,,AA TAU,AAVSO,STD,,,,
2456585.92083,<12.9,,,Vis.,CKB,,129,,130801,,,,Z,,,,AA TAU,AAVSO,STD,,,,
2456586.86683,15.116,0.062,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.67,Z,18.110,18.984,,AA TAU,VVS,STD,,,,
2456586.86758,15.051,0.055,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.67,Z,18.080,18.969,,AA TAU,VVS,STD,,,,
2456587.86613,15.136,0.102,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.68,Z,18.074,18.951,,AA TAU,VVS,STD,,,,
2456587.86689,15.234,0.120,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.68,Z,18.090,18.863,,AA TAU,VVS,STD,,,,
2456588.95065,16.397,0.038,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.16,Z,15.927,17.212,,AA TAU,AAVSO,STD,,,,
2456588.95519,16.409,0.041,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.18,Z,15.929,17.204,,AA TAU,AAVSO,STD,,,,
2456588.95983,14.734,0.010,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.20,Z,14.986,15.953,,AA TAU,AAVSO,STD,,,,
2456588.96435,14.748,0.008,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.22,Z,14.991,15.951,,AA TAU,AAVSO,STD,,,,
2456590.90520,14.927,0.023,,V,ROE,,114,146,6983CFP,BU,0,1.073,Z,-8.158,-5.009,,AA TAU,AAVSO,STD,,,,
2456590.94514,13.5,,,Vis.,CKB,Y,125,132,130801,V,,,Z,,,,AA TAU,AAVSO,STD,,,,
2456591.81782,15.031,0.010,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.03,Z,15.240,16.270,,AA TAU,AAVSO,STD,,,,
2456591.86407,15.113,0.026,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.74,Z,18.063,18.905,,AA TAU,VVS,STD,,,,
2456591.86483,15.120,0.027,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.75,Z,18.073,18.892,,AA TAU,VVS,STD,,,,
2456592.86336,14.803,0.020,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.76,Z,18.098,18.939,,AA TAU,VVS,STD,,,,
2456592.86411,14.822,0.021,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.76,Z,18.070,18.913,,AA TAU,VVS,STD,,,,
2456592.90419,14.643,0.013,,V,ROE,,114,146,6983CFP,,0,1.082,Z,-8.369,-5.413,,AA TAU,AAVSO,STD,,,,
2456593.86269,14.684,0.019,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.77,Z,18.132,18.978,,AA TAU,VVS,STD,,,,
2456593.86344,14.675,0.018,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.78,Z,18.112,18.951,,AA TAU,VVS,STD,,,,
2456593.89630,14.576,0.079,,V,MZK,,ENSEMBLE,132,9528M,,1,1.246,Z,,13.200,,AA TAU,AAVSO,STD,,,,
2456593.89766,16.059,0.087,,B,MZK,,ENSEMBLE,132,9528M,,1,1.251,Z,,14.155,,AA TAU,AAVSO,STD,,,,
2456593.89836,14.414,0.020,,V,ROE,,114,146,6983CFP,,0,1.076,Z,-7.476,-4.529,,AA TAU,AAVSO,STD,,,,
2456594.86197,14.769,0.022,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.79,Z,18.254,19.092,,AA TAU,VVS,STD,,,,
2456594.86272,14.768,0.022,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.80,Z,18.261,19.077,,AA TAU,VVS,STD,,,,
2456595.86193,14.946,0.028,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.81,Z,18.413,19.260,,AA TAU,VVS,STD,,,,
2456595.86270,14.970,0.030,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.82,Z,18.452,19.283,,AA TAU,VVS,STD,,,,
2456596.86060,14.738,0.057,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.83,Z,19.374,20.193,,AA TAU,VVS,STD,,,,
2456596.86135,14.799,0.053,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.83,Z,19.317,20.127,,AA TAU,VVS,STD,,,,
2456597.86058,14.691,0.018,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.85,Z,18.153,18.978,,AA TAU,VVS,STD,,,,
2456597.86133,14.716,0.019,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.86,Z,18.151,18.970,,AA TAU,VVS,STD,,,,
2456597.91939,15.714,0.009,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.14,Z,15.927,17.200,,AA TAU,AAVSO,STD,,,,
2456597.92385,15.715,0.009,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.16,Z,15.946,17.224,,AA TAU,AAVSO,STD,,,,
2456598.85986,15.068,0.024,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.87,Z,18.177,18.976,,AA TAU,VVS,STD,,,,
2456598.86061,15.087,0.025,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.88,Z,18.174,19.018,,AA TAU,VVS,STD,,,,
2456598.88580,15.058,0.035,,V,MZK,,ENSEMBLE,132,9528M,,0,1.259,Z,,13.202,,AA TAU,AAVSO,STD,,,,
2456598.94178,16.362,0.017,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.24,Z,16.109,17.393,,AA TAU,AAVSO,STD,,,,
2456599.75347,<13.8,,,Vis.,CKB,,138,,130801,,,,Z,,,,AA TAU,AAVSO,STD,,,,
2456599.85925,15.265,0.029,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.89,Z,18.155,18.988,,AA TAU,VVS,STD,,,,
2456599.86000,15.231,0.028,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.90,Z,18.159,18.995,,AA TAU,VVS,STD,,,,
2456599.93693,15.081,0.007,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.23,Z,15.223,16.207,,AA TAU,AAVSO,STD,,,,
2456599.94834,14.965,0.027,,V,ROE,,114,146,6983CFP,,0,1.294,Z,-7.805,-4.938,,AA TAU,AAVSO,STD,,,,
2456599.94849,16.406,0.023,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.28,Z,16.314,17.628,,AA TAU,AAVSO,STD,,,,
2456603.69358,14.509,0.019,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.30,Z,15.898,16.909,,AA TAU,AAVSO,STD,,,,
2456603.70083,16.259,0.019,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.26,Z,16.153,17.440,,AA TAU,AAVSO,STD,,,,
2456603.70547,16.219,0.017,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.24,Z,16.202,17.508,,AA TAU,AAVSO,STD,,,,
2456603.71021,14.787,0.008,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.22,Z,15.428,16.458,,AA TAU,AAVSO,STD,,,,
2456603.71480,14.782,0.008,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.20,Z,15.565,16.592,,AA TAU,AAVSO,STD,,,,
2456604.65869,16.331,0.033,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.53,Z,16.598,17.890,,AA TAU,AAVSO,STD,,,,
2456604.66314,16.374,0.037,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.49,Z,16.708,18.006,,AA TAU,AAVSO,STD,,,,
2456604.66770,14.898,0.014,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.45,Z,15.669,16.690,,AA TAU,AAVSO,STD,,,,
2456604.67215,14.911,0.013,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.42,Z,15.644,16.664,,AA TAU,AAVSO,STD,,,,
2456604.67886,14.892,0.013,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.37,Z,15.599,16.618,,AA TAU,AAVSO,STD,,,,
2456604.77521,15.019,0.021,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.50,Z,18.102,18.940,,AA TAU,VVS,STD,,,,
2456604.77596,15.027,0.021,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.50,Z,18.106,18.940,,AA TAU,VVS,STD,,,,
2456604.97751,14.980,0.013,,V,ROE,,114,146,6983CFP,,1,1.607,Z,-8.565,-5.513,,AA TAU,AAVSO,STD,1,,,
2456605.67707,16.184,0.093,,B,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.773  K = 14.059,0,1.36,Z,17.801,19.023,,AA TAU,AAVSO,STD,,,,
2456605.68606,15.045,0.092,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.31,Z,17.308,18.345,,AA TAU,AAVSO,STD,,,,
2456605.69050,15.048,0.039,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.28,Z,16.455,17.460,,AA TAU,AAVSO,STD,,,,
2456605.69744,14.991,0.024,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.25,Z,16.008,17.015,,AA TAU,AAVSO,STD,,,,
2456605.85640,15.229,0.028,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,2.06,Z,18.192,19.013,,AA TAU,VVS,STD,,,,
2456605.85715,15.210,0.028,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,2.07,Z,18.188,19.014,,AA TAU,VVS,STD,,,,
2456606.85568,15.578,0.041,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,2.09,Z,18.262,19.093,,AA TAU,VVS,STD,,,,
