  i           filename[i]         MJD  year  mm  dd      i_flux   i_mag    v_mag  snr   mg8807ew  mg_8807_flux  mg8807co  mg_8807_wave  fe8689ew  fe_8689_flux  fe8689co  fe_8689_wave   K7700ew   K_7700_flux  K7700con   K_7700_wave   K7326ew   K_7326_flux  K7326con   K_7326_wave   K7016ew   K_7016_flux  K7016con   K_7016_wave  Li6708ew  Li_6708_flux  Li6708co  Li_6708_wave  bl6500ew  bl_6500_flux  bl6500co  bl_6500_wave  ca6122ew  ca_6122_flux  ca6122co  ca_6122_wave  un5660ew  un_5660_flux  un5660co  un_5660_wave  un5270ew  un_5270_flux  un5270co  un_5270_wave
102         1267382i.fits  55554.4102  2010  12  24    2.637123  -1.053    13.85  44.0  0.032576    0.00098589  0.030265  880.72998047  0.036024    0.00101959  0.001020  868.90002441  0.041803    0.00087693  0.020978  769.94000244  0.023933    0.00047075  0.019669  732.65002441  0.020001    0.00038243  0.019120  701.66998291  0.042649    0.00073064  0.017132  670.83502197  0.099830    0.00183948  0.018426  649.79998779  0.063420    0.00108598  0.017124  612.25000000  0.064406    0.00100500  0.015604  566.05999756  0.283583    0.00386412  0.013626  526.84997559
103         1267383i.fits  55554.4258  2010  12  24    2.736839  -1.093    13.91  45.0  0.033056    0.00104877  0.031727  880.72998047  0.036113    0.00105534  0.001055  868.90002441  0.043301    0.00095192  0.021984  769.94000244  0.026224    0.00053530  0.020413  732.65002441  0.019390    0.00037795  0.019492  701.66998291  0.043454    0.00076813  0.017677  670.83502197  0.099135    0.00187823  0.018946  649.79998779  0.064484    0.00112253  0.017408  612.25000000  0.072453    0.00114327  0.015779  566.05999756  0.277159    0.00381195  0.013754  526.84997559
104         1267384i.fits  55554.4453  2010  12  24    2.302404  -0.905    14.01  41.0  0.031896    0.00084623  0.026531  880.72998047  0.036331    0.00089877  0.000899  868.90002441  0.043170    0.00080159  0.018568  769.94000244  0.025018    0.00043025  0.017197  732.65002441  0.019687    0.00032471  0.016494  701.66998291  0.044954    0.00067053  0.014916  670.83502197  0.105022    0.00165940  0.015800  649.79998779  0.067097    0.00097790  0.014574  612.25000000  0.078450    0.00105408  0.013436  566.05999756  0.294497    0.00338287  0.011487  526.84997559
105         1267569i.fits  55555.3125  2010  12  25    4.031251  -1.514    13.35  56.0  0.033713    0.00153035  0.045393  880.72998047  0.038714    0.00164772  0.001648  868.90002441  0.045064    0.00147732  0.032783  769.94000244  0.025388    0.00078026  0.030733  732.65002441  0.018866    0.00055841  0.029599  701.66998291  0.044661    0.00119399  0.026735  670.83502197  0.106251    0.00308134  0.029001  649.79998779  0.065974    0.00177717  0.026937  612.25000000  0.066820    0.00164919  0.024681  566.05999756  0.307680    0.00683296  0.022208  526.84997559
106         1267570i.fits  55555.3281  2010  12  25    3.642834  -1.404    13.47  53.0  0.034118    0.00141375  0.041437  880.72998047  0.037759    0.00144790  0.001448  868.90002441  0.046055    0.00135025  0.029318  769.94000244  0.025117    0.00068463  0.027257  732.65002441  0.018476    0.00049186  0.026621  701.66998291  0.045239    0.00109246  0.024148  670.83502197  0.109546    0.00285408  0.026054  649.79998779  0.067633    0.00164328  0.024297  612.25000000  0.070400    0.00155779  0.022128  566.05999756  0.309571    0.00609027  0.019673  526.84997559
107         1267571i.fits  55555.3477  2010  12  25    4.096785  -1.531    13.35  56.0  0.035192    0.00162629  0.046213  880.72998047  0.036423    0.00155373  0.001554  868.90002441  0.045104    0.00149365  0.033116  769.94000244  0.024700    0.00076329  0.030902  732.65002441  0.020323    0.00061129  0.030079  701.66998291  0.045239    0.00123303  0.027256  670.83502197  0.108494    0.00318773  0.029382  649.79998779  0.069664    0.00190683  0.027372  612.25000000  0.068894    0.00171795  0.024936  566.05999756  0.311193    0.00695821  0.022360  526.84997559
108         1267572i.fits  55555.3633  2010  12  25    3.961728  -1.495    13.38  55.0  0.036173    0.00163173  0.045109  880.72998047  0.037164    0.00153836  0.001538  868.90002441  0.045765    0.00146381  0.031985  769.94000244  0.024411    0.00072344  0.029636  732.65002441  0.019311    0.00056044  0.029022  701.66998291  0.045971    0.00121061  0.026334  670.83502197  0.110552    0.00314610  0.028458  649.79998779  0.069904    0.00185782  0.026577  612.25000000  0.063898    0.00153397  0.024007  566.05999756  0.316209    0.00689151  0.021794  526.84997559
109         1268232i.fits  55560.3164  2010  12  30    0.533113   0.683    15.50  19.0  0.027351    0.00018182  0.006647  880.72998047  0.028856    0.00017702  0.000177  868.90002441  0.052821    0.00021609  0.004091  769.94000244  0.019281    0.00007216  0.003743  732.65002441  0.015900    0.00005468  0.003439  701.66998291  0.033771    0.00009526  0.002821  670.83502197  0.139137    0.00041991  0.003018  649.79998779  0.065619    0.00015829  0.002412  612.25000000  0.074691    0.00015000  0.002008  566.05999756  0.327792    0.00056097  0.001711  526.84997559
110         1268233i.fits  55560.3320  2010  12  30    0.454038   0.857    15.61  17.0  0.029790    0.00017419  0.005847  880.72998047  0.033252    0.00017700  0.000177  868.90002441  0.048404    0.00016832  0.003477  769.94000244  0.021606    0.00006820  0.003157  732.65002441  0.016975    0.00004962  0.002923  701.66998291  0.032771    0.00007478  0.002282  670.83502197  0.139234    0.00035207  0.002529  649.79998779  0.073397    0.00015775  0.002149  612.25000000  0.055100    0.00009620  0.001746  566.05999756  0.187956    0.00025049  0.001333  526.84997559
111         1268234i.fits  55560.3477  2010  12  30    0.330326   1.203     0.00  14.0  0.032121    0.00013198  0.004109  880.72998047  0.031029    0.00011872  0.000119  868.90002441  0.053671    0.00013161  0.002452  769.94000244  0.019962    0.00004629  0.002319  732.65002441  0.015354    0.00003015  0.001964  701.66998291  0.025592    0.00004310  0.001684  670.83502197  0.124124    0.00021525  0.001734  649.79998779  0.062033    0.00008832  0.001424  612.25000000  0.057196    0.00006955  0.001216  566.05999756  0.235645    0.00023369  0.000992  526.84997559
112         1268235i.fits  55560.3633  2010  12  30    0.359272   1.111    15.85  15.0  0.028379    0.00013248  0.004668  880.72998047  0.033943    0.00014562  0.000146  868.90002441  0.060332    0.00016572  0.002747  769.94000244  0.020147    0.00005120  0.002541  732.65002441  0.013027    0.00002837  0.002178  701.66998291  0.027814    0.00005136  0.001846  670.83502197  0.151856    0.00036254  0.002387  649.79998779  0.085986    0.00014446  0.001680  612.25000000  0.060133    0.00007164  0.001191  566.05999756  0.394587    0.00041341  0.001048  526.84997559
113         1597016i.fits  56255.4258  2012  11  24    0.053730   3.174    14.91  15.0  0.042642    0.00003026  0.000710  880.72998047  0.042253    0.00002683  0.000027  868.90002441  0.055416    0.00002240  0.000404  769.94000244  0.029823    0.00001115  0.000374  732.65002441  0.024553    0.00000774  0.000315  701.66998291  0.051778    0.00001294  0.000250  670.83502197  0.120876    0.00002959  0.000245  649.79998779  0.075467    0.00001691  0.000224  612.25000000  0.093183    0.00001675  0.000180  566.05999756  0.368674    0.00005699  0.000155  526.84997559
114         1597017i.fits  56255.4414  2012  11  24    0.083278   2.699    14.75  18.0  0.048049    0.00005498  0.001144  880.72998047  0.043795    0.00004495  0.000045  868.90002441  0.053055    0.00003279  0.000618  769.94000244  0.029477    0.00001664  0.000564  732.65002441  0.023183    0.00001105  0.000477  701.66998291  0.049328    0.00002285  0.000463  670.83502197  0.124939    0.00004402  0.000352  649.79998779  0.082482    0.00002600  0.000315  612.25000000  0.095845    0.00002347  0.000245  566.05999756  0.371193    0.00007319  0.000197  526.84997559
115         1597018i.fits  56255.4609  2012  11  24    0.141731   2.121    14.47  23.0  0.045301    0.00008840  0.001951  880.72998047  0.045405    0.00008000  0.000080  868.90002441  0.055773    0.00005784  0.001037  769.94000244  0.032472    0.00003123  0.000962  732.65002441  0.024625    0.00001970  0.000800  701.66998291  0.053018    0.00003121  0.000589  670.83502197  0.137536    0.00008045  0.000585  649.79998779  0.083966    0.00004111  0.000490  612.25000000  0.088761    0.00003380  0.000381  566.05999756  0.441060    0.00012785  0.000290  526.84997559
116         1597019i.fits  56255.4766  2012  11  24    0.167474   1.940    14.32  25.0  0.045432    0.00010497  0.002310  880.72998047  0.043609    0.00009099  0.000091  868.90002441  0.056010    0.00006811  0.001216  769.94000244  0.032737    0.00003740  0.001142  732.65002441  0.023562    0.00002219  0.000942  701.66998291  0.051323    0.00003585  0.000698  670.83502197  0.140847    0.00009729  0.000691  649.79998779  0.084825    0.00005117  0.000603  612.25000000  0.090495    0.00004025  0.000445  566.05999756  0.429957    0.00014611  0.000340  526.84997559
117         1597020i.fits  56255.4922  2012  11  24    0.164099   1.962    14.33  25.0  0.046727    0.00010559  0.002260  880.72998047  0.044065    0.00008924  0.000089  868.90002441  0.056142    0.00006776  0.001207  769.94000244  0.031035    0.00003428  0.001105  732.65002441  0.025713    0.00002407  0.000936  701.66998291  0.054465    0.00003750  0.000688  670.83502197  0.141345    0.00009731  0.000688  649.79998779  0.088871    0.00005220  0.000587  612.25000000  0.099043    0.00004355  0.000440  566.05999756  0.427506    0.00014744  0.000345  526.84997559
118         1597021i.fits  56255.5039  2012  11  24    0.170585   1.920    14.30  25.0  0.045862    0.00010735  0.002341  880.72998047  0.045484    0.00009636  0.000096  868.90002441  0.057954    0.00007370  0.001272  769.94000244  0.031278    0.00003601  0.001151  732.65002441  0.021696    0.00002093  0.000965  701.66998291  0.054315    0.00003855  0.000710  670.83502197  0.137934    0.00009679  0.000702  649.79998779  0.091188    0.00005510  0.000604  612.25000000  0.093686    0.00004209  0.000449  566.05999756  0.419230    0.00014645  0.000349  526.84997559
119         1597166i.fits  56256.4453  2012  11  25    0.129761   2.217    14.33  23.0  0.049016    0.00008368  0.001707  880.72998047  0.047247    0.00007383  0.000074  868.90002441  0.056694    0.00005514  0.000973  769.94000244  0.028568    0.00002547  0.000892  732.65002441  0.023917    0.00001891  0.000791  701.66998291  0.048103    0.00002839  0.000590  670.83502197  0.120117    0.00006984  0.000581  649.79998779  0.077474    0.00003999  0.000516  612.25000000  0.085937    0.00003416  0.000397  566.05999756  0.402841    0.00012819  0.000318  526.84997559
120         1597167i.fits  56256.4609  2012  11  25    0.088294   2.635    14.49  20.0  0.046416    0.00005313  0.001145  880.72998047  0.041477    0.00004324  0.000043  868.90002441  0.051858    0.00003509  0.000677  769.94000244  0.032813    0.00002094  0.000638  732.65002441  0.023033    0.00001267  0.000550  701.66998291  0.041400    0.00001880  0.000454  670.83502197  0.130105    0.00005616  0.000432  649.79998779  0.074853    0.00002920  0.000390  612.25000000  0.093944    0.00002906  0.000309  566.05999756  0.407911    0.00010694  0.000262  526.84997559
121         1597168i.fits  56256.4766  2012  11  25    0.157268   2.008    14.26  25.0  0.047636    0.00009964  0.002092  880.72998047  0.049407    0.00009561  0.000096  868.90002441  0.060609    0.00007157  0.001181  769.94000244  0.030842    0.00003402  0.001103  732.65002441  0.025749    0.00002431  0.000944  701.66998291  0.051202    0.00003642  0.000711  670.83502197  0.129795    0.00008829  0.000680  649.79998779  0.086028    0.00005201  0.000605  612.25000000  0.087478    0.00003961  0.000453  566.05999756  0.437212    0.00016162  0.000370  526.84997559
122         1597169i.fits  56256.4922  2012  11  25    0.121118   2.292    14.39  22.0  0.047642    0.00007646  0.001605  880.72998047  0.046832    0.00006837  0.000068  868.90002441  0.055031    0.00004916  0.000893  769.94000244  0.029889    0.00002468  0.000826  732.65002441  0.027392    0.00002004  0.000732  701.66998291  0.051593    0.00002788  0.000540  670.83502197  0.137395    0.00007397  0.000538  649.79998779  0.080577    0.00003820  0.000474  612.25000000  0.088191    0.00003209  0.000364  566.05999756  0.407862    0.00012060  0.000296  526.84997559
123         1597536i.fits  56257.5352  2012  11  26    0.162815   1.971    14.03  27.0  0.045522    0.00009612  0.002112  880.72998047  0.049549    0.00010015  0.000100  868.90002441  0.057271    0.00007131  0.001245  769.94000244  0.028828    0.00003324  0.001153  732.65002441  0.021595    0.00002135  0.000988  701.66998291  0.046188    0.00003623  0.000784  670.83502197  0.129470    0.00009978  0.000771  649.79998779  0.071838    0.00004948  0.000689  612.25000000  0.072648    0.00003857  0.000531  566.05999756  0.396711    0.00018194  0.000459  526.84997559
124         1597537i.fits  56257.5508  2012  11  26    0.067071   2.934    14.37  19.0  0.041866    0.00003383  0.000808  880.72998047  0.043550    0.00003344  0.000033  868.90002441  0.040967    0.00002227  0.000544  769.94000244  0.022063    0.00001109  0.000503  732.65002441  0.018922    0.00000859  0.000454  701.66998291  0.028901    0.00001146  0.000397  670.83502197  0.104328    0.00004012  0.000385  649.79998779  0.047565    0.00001718  0.000361  612.25000000  0.075906    0.00002422  0.000319  566.05999756  0.333505    0.00009976  0.000299  526.84997559
125         1597538i.fits  56257.5664  2012  11  26    0.022559   4.117     0.00  13.0  0.035238    0.00000775  0.000220  880.72998047  0.043527    0.00001020  0.000010  868.90002441  0.013723    0.00000285  0.000208  769.94000244  0.015461    0.00000311  0.000201  732.65002441  0.019418    0.00000381  0.000196  701.66998291  0.006916    0.00000136  0.000197  670.83502197  0.062294    0.00001187  0.000190  649.79998779  0.004280    0.00000074  0.000174  612.25000000  0.047380    0.00000814  0.000172  566.05999756  0.162089    0.00002769  0.000171  526.84997559
126         1597539i.fits  56257.5820  2012  11  26    0.017666   4.382     0.00  12.0  0.047754    0.00000799  0.000167  880.72998047  0.036949    0.00000630  0.000006  868.90002441  0.004775    0.00000079  0.000165  769.94000244  0.019444    0.00000327  0.000168  732.65002441  0.016184    0.00000269  0.000166  701.66998291  0.001261    0.00000019  0.000149  670.83502197  0.073511    0.00001120  0.000152  649.79998779  0.023017    0.00000345  0.000150  612.25000000  0.061273    0.00000965  0.000158  566.05999756  0.247357    0.00003880  0.000157  526.84997559
127         1597865i.fits  56258.4102  2012  11  27    0.181997   1.850    13.83  29.0  0.048450    0.00011146  0.002301  880.72998047  0.044820    0.00009571  0.000096  868.90002441  0.058302    0.00008349  0.001432  769.94000244  0.026463    0.00003493  0.001320  732.65002441  0.023195    0.00002705  0.001166  701.66998291  0.040911    0.00003849  0.000941  670.83502197  0.127785    0.00012790  0.001001  649.79998779  0.067386    0.00005665  0.000841  612.25000000  0.068932    0.00004728  0.000686  566.05999756  0.368772    0.00022266  0.000604  526.84997559
128         1597866i.fits  56258.4258  2012  11  27    0.164827   1.957    13.93  27.0  0.044519    0.00009208  0.002068  880.72998047  0.043935    0.00008460  0.000085  868.90002441  0.056831    0.00007364  0.001296  769.94000244  0.027647    0.00003270  0.001183  732.65002441  0.022819    0.00002392  0.001048  701.66998291  0.040692    0.00003443  0.000846  670.83502197  0.125949    0.00010706  0.000850  649.79998779  0.065874    0.00004994  0.000758  612.25000000  0.072247    0.00004501  0.000623  566.05999756  0.374354    0.00020331  0.000543  526.84997559
129         1597867i.fits  56258.4414  2012  11  27    0.217113   1.658    13.79  31.0  0.047160    0.00013108  0.002780  880.72998047  0.045614    0.00011772  0.000118  868.90002441  0.060710    0.00010310  0.001698  769.94000244  0.027762    0.00004301  0.001549  732.65002441  0.024490    0.00003308  0.001351  701.66998291  0.046994    0.00005063  0.001077  670.83502197  0.134733    0.00014286  0.001060  649.79998779  0.070259    0.00006522  0.000928  612.25000000  0.076476    0.00005552  0.000726  566.05999756  0.394993    0.00024763  0.000627  526.84997559
130         1597868i.fits  56258.4570  2012  11  27    0.161116   1.982    13.75  29.0  0.047505    0.00009428  0.001985  880.72998047  0.043296    0.00008031  0.000080  868.90002441  0.049921    0.00006585  0.001319  769.94000244  0.025699    0.00003164  0.001231  732.65002441  0.022958    0.00002552  0.001112  701.66998291  0.032080    0.00002983  0.000930  670.83502197  0.116751    0.00010842  0.000929  649.79998779  0.058951    0.00005080  0.000862  612.25000000  0.067803    0.00004918  0.000725  566.05999756  0.341450    0.00022953  0.000672  526.84997559
131         1598098i.fits  56259.4219  2012  11  28    0.220905   1.639    13.54  32.0  0.046437    0.00012774  0.002751  880.72998047  0.044913    0.00011642  0.000116  868.90002441  0.057559    0.00010003  0.001738  769.94000244  0.027236    0.00004418  0.001622  732.65002441  0.020698    0.00002990  0.001445  701.66998291  0.039623    0.00004735  0.001195  670.83502197  0.124380    0.00015035  0.001209  649.79998779  0.064012    0.00006974  0.001089  612.25000000  0.080558    0.00007438  0.000923  566.05999756  0.361677    0.00030475  0.000843  526.84997559
132         1598099i.fits  56259.4375  2012  11  28    0.226732   1.611    13.61  32.0  0.047835    0.00013831  0.002891  880.72998047  0.045378    0.00012043  0.000120  868.90002441  0.060051    0.00010438  0.001738  769.94000244  0.027336    0.00004469  0.001635  732.65002441  0.023762    0.00003428  0.001443  701.66998291  0.042551    0.00004944  0.001162  670.83502197  0.124616    0.00014387  0.001154  649.79998779  0.067678    0.00006946  0.001026  612.25000000  0.081205    0.00007018  0.000864  566.05999756  0.362144    0.00028137  0.000777  526.84997559
133         1598100i.fits  56259.4492  2012  11  28    0.227694   1.607    13.69  31.0  0.047710    0.00013943  0.002923  880.72998047  0.045524    0.00012333  0.000123  868.90002441  0.062978    0.00011102  0.001763  769.94000244  0.029572    0.00004828  0.001633  732.65002441  0.022261    0.00003174  0.001426  701.66998291  0.046399    0.00005239  0.001129  670.83502197  0.125724    0.00014437  0.001148  649.79998779  0.076415    0.00007745  0.001014  612.25000000  0.082403    0.00006756  0.000820  566.05999756  0.376070    0.00026709  0.000710  526.84997559
134         1598101i.fits  56259.4648  2012  11  28    0.226715   1.611    13.66  31.0  0.047382    0.00013696  0.002891  880.72998047  0.048576    0.00013374  0.000134  868.90002441  0.064102    0.00011356  0.001772  769.94000244  0.028033    0.00004528  0.001615  732.65002441  0.021186    0.00002966  0.001400  701.66998291  0.046051    0.00005112  0.001110  670.83502197  0.129013    0.00014382  0.001115  649.79998779  0.076180    0.00007675  0.001008  612.25000000  0.080472    0.00006663  0.000828  566.05999756  0.381440    0.00027324  0.000716  526.84997559
135         1598400i.fits  56260.2734  2012  11  29    0.135223   2.172    13.84  25.0  0.048684    0.00008307  0.001706  880.72998047  0.046469    0.00007349  0.000073  868.90002441  0.053188    0.00005696  0.001071  769.94000244  0.029265    0.00002948  0.001007  732.65002441  0.021353    0.00001840  0.000862  701.66998291  0.035073    0.00002401  0.000684  670.83502197  0.117614    0.00007948  0.000676  649.79998779  0.056440    0.00003450  0.000611  612.25000000  0.076553    0.00004230  0.000553  566.05999756  0.338272    0.00017312  0.000512  526.84997559
136         1598401i.fits  56260.2891  2012  11  29    0.148011   2.074    13.88  25.0  0.050546    0.00009425  0.001865  880.72998047  0.043872    0.00007481  0.000075  868.90002441  0.057132    0.00006689  0.001171  769.94000244  0.026455    0.00002814  0.001064  732.65002441  0.023402    0.00002161  0.000924  701.66998291  0.037571    0.00002638  0.000702  670.83502197  0.118400    0.00008247  0.000697  649.79998779  0.060158    0.00003715  0.000618  612.25000000  0.077054    0.00004122  0.000535  566.05999756  0.355030    0.00018009  0.000507  526.84997559
137         1598402i.fits  56260.3047  2012  11  29    0.162437   1.973    13.88  26.0  0.048815    0.00010196  0.002089  880.72998047  0.047939    0.00009136  0.000091  868.90002441  0.057112    0.00007285  0.001276  769.94000244  0.026863    0.00003063  0.001140  732.65002441  0.024313    0.00002387  0.000982  701.66998291  0.040636    0.00003109  0.000765  670.83502197  0.114002    0.00008533  0.000749  649.79998779  0.066578    0.00004474  0.000672  612.25000000  0.070826    0.00003986  0.000563  566.05999756  0.362545    0.00018227  0.000503  526.84997559
138         1598403i.fits  56260.3203  2012  11  29    0.172571   1.908    13.87  27.0  0.048776    0.00010768  0.002208  880.72998047  0.043361    0.00008707  0.000087  868.90002441  0.059265    0.00008013  0.001352  769.94000244  0.028957    0.00003619  0.001250  732.65002441  0.024798    0.00002586  0.001043  701.66998291  0.043415    0.00003433  0.000791  670.83502197  0.130511    0.00010235  0.000784  649.79998779  0.067296    0.00004738  0.000704  612.25000000  0.076779    0.00004467  0.000582  566.05999756  0.362142    0.00018188  0.000502  526.84997559
139         1598562i.fits  56261.3555  2012  11  30    0.142794   2.113    14.01  26.0  0.046090    0.00008643  0.001875  880.72998047  0.043520    0.00007472  0.000075  868.90002441  0.058703    0.00006731  0.001147  769.94000244  0.028161    0.00002932  0.001041  732.65002441  0.027101    0.00002387  0.000881  701.66998291  0.044133    0.00003084  0.000699  670.83502197  0.122872    0.00008237  0.000670  649.79998779  0.069327    0.00004234  0.000611  612.25000000  0.086859    0.00004229  0.000487  566.05999756  0.365646    0.00015523  0.000425  526.84997559
140         1598563i.fits  56261.3672  2012  11  30    0.165234   1.955    13.87  28.0  0.045591    0.00009712  0.002130  880.72998047  0.044478    0.00008793  0.000088  868.90002441  0.053889    0.00007030  0.001304  769.94000244  0.028187    0.00003427  0.001216  732.65002441  0.025775    0.00002698  0.001047  701.66998291  0.040734    0.00003294  0.000809  670.83502197  0.122596    0.00009645  0.000787  649.79998779  0.066905    0.00004793  0.000716  612.25000000  0.085421    0.00004951  0.000580  566.05999756  0.371284    0.00018572  0.000500  526.84997559
141         1598564i.fits  56261.3828  2012  11  30    0.103543   2.462    13.70  27.0  0.046173    0.00005314  0.001151  880.72998047  0.034706    0.00003799  0.000038  868.90002441  0.034259    0.00003164  0.000924  769.94000244  0.020310    0.00001781  0.000877  732.65002441  0.024631    0.00002051  0.000833  701.66998291  0.012239    0.00000905  0.000739  670.83502197  0.088885    0.00006471  0.000728  649.79998779  0.036204    0.00002606  0.000720  612.25000000  0.055044    0.00003788  0.000688  566.05999756  0.291938    0.00018415  0.000631  526.84997559
142         1598565i.fits  56261.3984  2012  11  30    0.054667   3.156    13.97  22.0  0.043523    0.00002260  0.000519  880.72998047  0.024445    0.00001244  0.000012  868.90002441  0.021374    0.00001159  0.000542  769.94000244  0.015408    0.00000807  0.000524  732.65002441  0.020243    0.00001004  0.000496  701.66998291  0.003153    0.00000157  0.000497  670.83502197  0.068468    0.00003277  0.000479  649.79998779  0.023031    0.00001130  0.000491  612.25000000  0.049297    0.00002357  0.000478  566.05999756  0.259022    0.00012543  0.000484  526.84997559
143         1598830i.fits  56262.4727  2012  12   1    0.136653   2.161    14.25  24.0  0.046947    0.00008623  0.001837  880.72998047  0.044941    0.00007545  0.000075  868.90002441  0.057960    0.00006054  0.001044  769.94000244  0.027053    0.00002589  0.000957  732.65002441  0.023571    0.00001864  0.000791  701.66998291  0.048242    0.00002875  0.000596  670.83502197  0.126736    0.00007371  0.000582  649.79998779  0.077721    0.00003922  0.000505  612.25000000  0.088878    0.00003524  0.000397  566.05999756  0.413180    0.00013637  0.000330  526.84997559
144         1598831i.fits  56262.4883  2012  12   1    0.154861   2.025    14.20  25.0  0.048778    0.00010110  0.002073  880.72998047  0.045690    0.00008667  0.000087  868.90002441  0.059482    0.00006880  0.001157  769.94000244  0.030481    0.00003246  0.001065  732.65002441  0.022989    0.00002031  0.000883  701.66998291  0.048634    0.00003146  0.000647  670.83502197  0.130511    0.00008426  0.000646  649.79998779  0.080721    0.00004424  0.000548  612.25000000  0.089125    0.00003757  0.000422  566.05999756  0.396686    0.00013638  0.000344  526.84997559
145         1598832i.fits  56262.5039  2012  12   1    0.149141   2.066    14.25  25.0  0.048409    0.00009928  0.002051  880.72998047  0.043330    0.00007900  0.000079  868.90002441  0.059175    0.00006633  0.001121  769.94000244  0.029857    0.00003075  0.001030  732.65002441  0.027064    0.00002340  0.000865  701.66998291  0.049647    0.00003093  0.000623  670.83502197  0.132482    0.00008199  0.000619  649.79998779  0.077482    0.00004146  0.000535  612.25000000  0.079216    0.00003201  0.000404  566.05999756  0.376240    0.00012358  0.000328  526.84997559
146         1598833i.fits  56262.5195  2012  12   1    0.033527   3.687     0.00  17.0  0.047799    0.00001514  0.000317  880.72998047  0.034336    0.00001119  0.000011  868.90002441  0.005968    0.00000187  0.000313  769.94000244  0.015111    0.00000467  0.000309  732.65002441  0.024770    0.00000750  0.000303  701.66998291  0.002464    0.00000070  0.000285  670.83502197  0.072007    0.00002045  0.000284  649.79998779  0.020812    0.00000599  0.000288  612.25000000  0.058714    0.00001616  0.000275  566.05999756  0.265557    0.00007295  0.000275  526.84997559
147         1599097i.fits  56263.4258  2012  12   2    0.107004   2.426    14.54  21.0  0.045427    0.00006586  0.001450  880.72998047  0.043529    0.00005704  0.000057  868.90002441  0.061547    0.00004972  0.000808  769.94000244  0.031094    0.00002290  0.000736  732.65002441  0.028836    0.00001766  0.000612  701.66998291  0.050941    0.00002318  0.000455  670.83502197  0.131254    0.00005860  0.000446  649.79998779  0.080840    0.00003156  0.000390  612.25000000  0.099903    0.00002968  0.000297  566.05999756  0.424835    0.00010610  0.000250  526.84997559
148         1599098i.fits  56263.4414  2012  12   2    0.126828   2.242    14.44  22.0  0.047860    0.00008371  0.001749  880.72998047  0.047382    0.00007461  0.000075  868.90002441  0.059396    0.00005534  0.000932  769.94000244  0.034631    0.00003034  0.000876  732.65002441  0.029254    0.00002105  0.000720  701.66998291  0.050243    0.00002612  0.000520  670.83502197  0.131730    0.00006681  0.000507  649.79998779  0.082823    0.00003711  0.000448  612.25000000  0.090279    0.00003004  0.000333  566.05999756  0.413652    0.00011280  0.000273  526.84997559
149         1599099i.fits  56263.4570  2012  12   2    0.137884   2.151    14.37  23.0  0.046213    0.00008802  0.001905  880.72998047  0.043570    0.00007478  0.000075  868.90002441  0.063416    0.00006567  0.001035  769.94000244  0.032609    0.00003102  0.000951  732.65002441  0.026716    0.00002087  0.000781  701.66998291  0.048962    0.00002775  0.000567  670.83502197  0.136841    0.00007842  0.000573  649.79998779  0.081989    0.00003957  0.000483  612.25000000  0.073759    0.00002666  0.000361  566.05999756  0.403602    0.00011787  0.000292  526.84997559
150         1599100i.fits  56263.4727  2012  12   2    0.075001   2.812    14.63  18.0  0.045800    0.00004565  0.000997  880.72998047  0.045275    0.00004102  0.000041  868.90002441  0.056827    0.00003273  0.000576  769.94000244  0.029678    0.00001550  0.000522  732.65002441  0.029423    0.00001315  0.000447  701.66998291  0.042532    0.00001469  0.000345  670.83502197  0.126710    0.00004326  0.000341  649.79998779  0.070907    0.00002124  0.000300  612.25000000  0.084936    0.00001987  0.000234  566.05999756  0.372461    0.00007934  0.000213  526.84997559
151         1599363i.fits  56265.4922  2012  12   4    0.203969   1.726    14.10  28.0  0.046307    0.00012844  0.002774  880.72998047  0.047387    0.00012097  0.000121  868.90002441  0.063253    0.00009802  0.001550  769.94000244  0.032604    0.00004571  0.001402  732.65002441  0.027361    0.00003177  0.001161  701.66998291  0.054430    0.00004523  0.000831  670.83502197  0.136926    0.00011604  0.000847  649.79998779  0.085437    0.00005878  0.000688  612.25000000  0.090133    0.00004600  0.000510  566.05999756  0.424573    0.00016349  0.000385  526.84997559
152         1599364i.fits  56265.5078  2012  12   4    0.185741   1.828    14.19  27.0  0.047189    0.00012027  0.002549  880.72998047  0.045861    0.00010496  0.000105  868.90002441  0.060547    0.00008370  0.001382  769.94000244  0.032336    0.00004037  0.001248  732.65002441  0.024170    0.00002467  0.001021  701.66998291  0.051526    0.00003863  0.000750  670.83502197  0.151792    0.00011262  0.000742  649.79998779  0.088524    0.00005887  0.000665  612.25000000  0.099234    0.00004507  0.000454  566.05999756  0.432836    0.00015555  0.000359  526.84997559
153         1599365i.fits  56265.5234  2012  12   4    0.177406   1.878    14.22  26.0  0.049413    0.00012011  0.002431  880.72998047  0.044925    0.00009812  0.000098  868.90002441  0.065022    0.00008748  0.001345  769.94000244  0.031313    0.00003748  0.001197  732.65002441  0.023959    0.00002377  0.000992  701.66998291  0.053155    0.00003800  0.000715  670.83502197  0.137696    0.00009554  0.000694  649.79998779  0.084847    0.00004963  0.000585  612.25000000  0.095778    0.00004302  0.000449  566.05999756  0.447809    0.00015091  0.000337  526.84997559
